horizon,regime,fold,N,sampler,algo,n_train,n_test,test_start,test_end,F1_4cls,Acc_dir,F1_dir,F1_UP_FORT,F1_DOWN_FORT
1,STRESS,3,11,SMOTE,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.1904,0.5556,0.5151,0.3333,0.6486
1,STRESS,3,11,SMOTE,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,11,BorderlineSMOTE,XGBoost,1359,45,2016-12-29,2020-03-06,0.1648,0.4222,0.4079,0.3529,0.5625
1,STRESS,3,11,BorderlineSMOTE,LightGBM,1359,45,2016-12-29,2020-03-06,0.2278,0.4444,0.4156,0.3333,0.6471
1,STRESS,3,11,BorderlineSMOTE,RandomForest,1359,45,2016-12-29,2020-03-06,0.189,0.5333,0.4444,0.25,0.7317
1,STRESS,3,11,BorderlineSMOTE,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.2377,0.5333,0.5249,0.4762,0.5625
1,STRESS,3,11,BorderlineSMOTE,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,11,ADASYN,XGBoost,1359,45,2016-12-29,2020-03-06,0.284,0.5111,0.4297,0.3529,0.625
1,STRESS,3,11,ADASYN,LightGBM,1359,45,2016-12-29,2020-03-06,0.213,0.5111,0.48,0.3333,0.5882
1,STRESS,3,11,ADASYN,RandomForest,1359,45,2016-12-29,2020-03-06,0.2484,0.5333,0.4185,0.25,0.7619
1,STRESS,3,11,ADASYN,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.265,0.4667,0.4181,0.3529,0.5455
1,STRESS,3,11,ADASYN,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,11,SMOTETomek,XGBoost,1359,45,2016-12-29,2020-03-06,0.2424,0.5333,0.4976,0.2353,0.7568
1,STRESS,3,11,SMOTETomek,LightGBM,1359,45,2016-12-29,2020-03-06,0.2296,0.4444,0.4263,0.3333,0.6471
1,STRESS,3,11,SMOTETomek,RandomForest,1359,45,2016-12-29,2020-03-06,0.2102,0.5111,0.375,0.1333,0.7317
1,STRESS,3,11,SMOTETomek,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.34,0.4889,0.4498,0.25,0.7059
1,STRESS,3,11,SMOTETomek,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,11,SMOTEENN,XGBoost,1359,45,2016-12-29,2020-03-06,0.1611,0.4667,0.4181,0.1176,0.7368
1,STRESS,3,11,SMOTEENN,LightGBM,1359,45,2016-12-29,2020-03-06,0.2814,0.5556,0.5273,0.4,0.7179
1,STRESS,3,11,SMOTEENN,RandomForest,1359,45,2016-12-29,2020-03-06,0.1904,0.5778,0.4452,0.125,0.8444
1,STRESS,3,11,SMOTEENN,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.2318,0.5111,0.4907,0.3158,0.6486
1,STRESS,3,11,SMOTEENN,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,12,SMOTE,XGBoost,1359,45,2016-12-29,2020-03-06,0.1122,0.4,0.3357,0.0,0.6111
1,STRESS,3,12,SMOTE,LightGBM,1359,45,2016-12-29,2020-03-06,0.3821,0.6222,0.5933,0.3333,0.7692
1,STRESS,3,12,SMOTE,RandomForest,1359,45,2016-12-29,2020-03-06,0.2721,0.6444,0.5187,0.25,0.8444
1,STRESS,3,12,SMOTE,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.1771,0.5333,0.4833,0.3529,0.5946
1,STRESS,3,12,SMOTE,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,12,BorderlineSMOTE,XGBoost,1359,45,2016-12-29,2020-03-06,0.1311,0.4222,0.3855,0.1333,0.5882
1,STRESS,3,12,BorderlineSMOTE,LightGBM,1359,45,2016-12-29,2020-03-06,0.2459,0.5333,0.5181,0.4,0.5
1,STRESS,3,12,BorderlineSMOTE,RandomForest,1359,45,2016-12-29,2020-03-06,0.1929,0.5556,0.4591,0.25,0.7619
1,STRESS,3,12,BorderlineSMOTE,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.2433,0.4222,0.4079,0.3529,0.5333
1,STRESS,3,12,BorderlineSMOTE,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,12,ADASYN,XGBoost,1359,45,2016-12-29,2020-03-06,0.2393,0.5111,0.4297,0.2353,0.6061
1,STRESS,3,12,ADASYN,LightGBM,1359,45,2016-12-29,2020-03-06,0.2152,0.5778,0.5167,0.3333,0.6111
1,STRESS,3,12,ADASYN,RandomForest,1359,45,2016-12-29,2020-03-06,0.2547,0.5778,0.4452,0.25,0.7907
1,STRESS,3,12,ADASYN,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.2601,0.4667,0.4,0.3529,0.625
1,STRESS,3,12,ADASYN,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,12,SMOTETomek,XGBoost,1359,45,2016-12-29,2020-03-06,0.2926,0.5111,0.45,0.1333,0.7568
1,STRESS,3,12,SMOTETomek,LightGBM,1359,45,2016-12-29,2020-03-06,0.2459,0.6,0.5636,0.4211,0.6667
1,STRESS,3,12,SMOTETomek,RandomForest,1359,45,2016-12-29,2020-03-06,0.2623,0.6,0.4886,0.3529,0.7619
1,STRESS,3,12,SMOTETomek,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.3009,0.5778,0.5325,0.5263,0.6857
1,STRESS,3,12,SMOTETomek,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,12,SMOTEENN,XGBoost,1359,45,2016-12-29,2020-03-06,0.1682,0.4222,0.4196,0.3333,0.4828
1,STRESS,3,12,SMOTEENN,LightGBM,1359,45,2016-12-29,2020-03-06,0.1639,0.4889,0.4796,0.25,0.5882
1,STRESS,3,12,SMOTEENN,RandomForest,1359,45,2016-12-29,2020-03-06,0.2135,0.4444,0.44,0.3529,0.6061
1,STRESS,3,12,SMOTEENN,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.217,0.4889,0.4879,0.3333,0.6061
1,STRESS,3,12,SMOTEENN,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,13,SMOTE,XGBoost,1359,45,2016-12-29,2020-03-06,0.1929,0.4889,0.4623,0.3529,0.6667
1,STRESS,3,13,SMOTE,LightGBM,1359,45,2016-12-29,2020-03-06,0.3398,0.4667,0.4328,0.3529,0.7059
1,STRESS,3,13,SMOTE,RandomForest,1359,45,2016-12-29,2020-03-06,0.2047,0.5778,0.4738,0.25,0.7907
1,STRESS,3,13,SMOTE,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.2804,0.5556,0.5,0.3333,0.7027
1,STRESS,3,13,SMOTE,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,13,BorderlineSMOTE,XGBoost,1359,45,2016-12-29,2020-03-06,0.2834,0.5333,0.4976,0.3333,0.6061
1,STRESS,3,13,BorderlineSMOTE,LightGBM,1359,45,2016-12-29,2020-03-06,0.2625,0.4444,0.4156,0.25,0.4828
1,STRESS,3,13,BorderlineSMOTE,RandomForest,1359,45,2016-12-29,2020-03-06,0.1955,0.5556,0.4591,0.25,0.7619
1,STRESS,3,13,BorderlineSMOTE,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.31,0.4889,0.4498,0.3333,0.5806
1,STRESS,3,13,BorderlineSMOTE,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,13,ADASYN,XGBoost,1359,45,2016-12-29,2020-03-06,0.2618,0.5556,0.4816,0.3333,0.5882
1,STRESS,3,13,ADASYN,LightGBM,1359,45,2016-12-29,2020-03-06,0.2158,0.4889,0.4623,0.3333,0.4516
1,STRESS,3,13,ADASYN,RandomForest,1359,45,2016-12-29,2020-03-06,0.2602,0.6,0.4886,0.25,0.7907
1,STRESS,3,13,ADASYN,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.2725,0.4889,0.4341,0.4444,0.5625
1,STRESS,3,13,ADASYN,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,13,SMOTETomek,XGBoost,1359,45,2016-12-29,2020-03-06,0.2837,0.5333,0.4833,0.3529,0.8205
1,STRESS,3,13,SMOTETomek,LightGBM,1359,45,2016-12-29,2020-03-06,0.3969,0.5556,0.5273,0.4444,0.6857
1,STRESS,3,13,SMOTETomek,RandomForest,1359,45,2016-12-29,2020-03-06,0.251,0.5778,0.4738,0.25,0.7619
1,STRESS,3,13,SMOTETomek,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.3094,0.5111,0.48,0.3333,0.7222
1,STRESS,3,13,SMOTETomek,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,13,SMOTEENN,XGBoost,1359,45,2016-12-29,2020-03-06,0.2009,0.4222,0.4219,0.5455,0.4516
1,STRESS,3,13,SMOTEENN,LightGBM,1359,45,2016-12-29,2020-03-06,0.2066,0.4444,0.44,0.6364,0.3871
1,STRESS,3,13,SMOTEENN,RandomForest,1359,45,2016-12-29,2020-03-06,0.2512,0.5111,0.499,0.5714,0.7222
1,STRESS,3,13,SMOTEENN,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.2,0.4444,0.4444,0.6087,0.4
1,STRESS,3,13,SMOTEENN,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,14,SMOTE,XGBoost,1359,45,2016-12-29,2020-03-06,0.255,0.5333,0.4976,0.4444,0.6857
1,STRESS,3,14,SMOTE,LightGBM,1359,45,2016-12-29,2020-03-06,0.2223,0.5111,0.4907,0.4444,0.5625
1,STRESS,3,14,SMOTE,RandomForest,1359,45,2016-12-29,2020-03-06,0.2107,0.5778,0.4738,0.25,0.8182
1,STRESS,3,14,SMOTE,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.2239,0.4444,0.4019,0.3529,0.6667
1,STRESS,3,14,SMOTE,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,14,BorderlineSMOTE,XGBoost,1359,45,2016-12-29,2020-03-06,0.2512,0.4667,0.4328,0.4444,0.5
1,STRESS,3,14,BorderlineSMOTE,LightGBM,1359,45,2016-12-29,2020-03-06,0.1973,0.4667,0.4444,0.4211,0.3448
1,STRESS,3,14,BorderlineSMOTE,RandomForest,1359,45,2016-12-29,2020-03-06,0.2018,0.5333,0.4185,0.25,0.7907
1,STRESS,3,14,BorderlineSMOTE,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.1839,0.3778,0.3382,0.25,0.5625
1,STRESS,3,14,BorderlineSMOTE,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,14,ADASYN,XGBoost,1359,45,2016-12-29,2020-03-06,0.1872,0.4222,0.2969,0.0,0.4516
1,STRESS,3,14,ADASYN,LightGBM,1359,45,2016-12-29,2020-03-06,0.2238,0.4667,0.4328,0.4211,0.3571
1,STRESS,3,14,ADASYN,RandomForest,1359,45,2016-12-29,2020-03-06,0.2518,0.5778,0.4452,0.25,0.7907
1,STRESS,3,14,ADASYN,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.2505,0.4889,0.4149,0.3529,0.5625
1,STRESS,3,14,ADASYN,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,14,SMOTETomek,XGBoost,1359,45,2016-12-29,2020-03-06,0.2185,0.4667,0.4181,0.25,0.6857
1,STRESS,3,14,SMOTETomek,LightGBM,1359,45,2016-12-29,2020-03-06,0.1928,0.4444,0.4019,0.25,0.6061
1,STRESS,3,14,SMOTETomek,RandomForest,1359,45,2016-12-29,2020-03-06,0.1627,0.4889,0.3915,0.1333,0.75
1,STRESS,3,14,SMOTETomek,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.2619,0.4889,0.4498,0.3529,0.6471
1,STRESS,3,14,SMOTETomek,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,14,SMOTEENN,XGBoost,1359,45,2016-12-29,2020-03-06,0.2196,0.4,0.3688,0.1333,0.7059
1,STRESS,3,14,SMOTEENN,LightGBM,1359,45,2016-12-29,2020-03-06,0.2841,0.5778,0.5325,0.3529,0.8293
1,STRESS,3,14,SMOTEENN,RandomForest,1359,45,2016-12-29,2020-03-06,0.2054,0.5111,0.405,0.0,0.7805
1,STRESS,3,14,SMOTEENN,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.2581,0.4667,0.4181,0.25,0.7568
1,STRESS,3,14,SMOTEENN,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,15,SMOTE,XGBoost,1359,45,2016-12-29,2020-03-06,0.1905,0.4889,0.4149,0.1333,0.6486
1,STRESS,3,15,SMOTE,LightGBM,1359,45,2016-12-29,2020-03-06,0.247,0.5333,0.4833,0.3529,0.5882
1,STRESS,3,15,SMOTE,RandomForest,1359,45,2016-12-29,2020-03-06,0.1589,0.4889,0.3915,0.1333,0.7317
1,STRESS,3,15,SMOTE,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.2117,0.4889,0.4149,0.25,0.6486
1,STRESS,3,15,SMOTE,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,15,BorderlineSMOTE,XGBoost,1359,45,2016-12-29,2020-03-06,0.2039,0.4667,0.4,0.25,0.6111
1,STRESS,3,15,BorderlineSMOTE,LightGBM,1359,45,2016-12-29,2020-03-06,0.3379,0.5778,0.5558,0.4444,0.6286
1,STRESS,3,15,BorderlineSMOTE,RandomForest,1359,45,2016-12-29,2020-03-06,0.1775,0.4889,0.4149,0.25,0.7
1,STRESS,3,15,BorderlineSMOTE,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.1433,0.4444,0.4156,0.3529,0.4375
1,STRESS,3,15,BorderlineSMOTE,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,15,ADASYN,XGBoost,1359,45,2016-12-29,2020-03-06,0.2191,0.4444,0.364,0.25,0.5
1,STRESS,3,15,ADASYN,LightGBM,1359,45,2016-12-29,2020-03-06,0.3576,0.5556,0.5,0.4444,0.6857
1,STRESS,3,15,ADASYN,RandomForest,1359,45,2016-12-29,2020-03-06,0.2287,0.4889,0.3915,0.25,0.7
1,STRESS,3,15,ADASYN,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.2225,0.4889,0.4149,0.3529,0.5294
1,STRESS,3,15,ADASYN,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,15,SMOTETomek,XGBoost,1359,45,2016-12-29,2020-03-06,0.1802,0.4889,0.4149,0.1333,0.6111
1,STRESS,3,15,SMOTETomek,LightGBM,1359,45,2016-12-29,2020-03-06,0.1891,0.4667,0.351,0.0,0.6667
1,STRESS,3,15,SMOTETomek,RandomForest,1359,45,2016-12-29,2020-03-06,0.1751,0.4889,0.4149,0.25,0.7
1,STRESS,3,15,SMOTETomek,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.1698,0.4222,0.35,0.1333,0.5882
1,STRESS,3,15,SMOTETomek,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,STRESS,3,15,SMOTEENN,XGBoost,1359,45,2016-12-29,2020-03-06,0.143,0.4444,0.4344,0.125,0.5882
1,STRESS,3,15,SMOTEENN,LightGBM,1359,45,2016-12-29,2020-03-06,0.1718,0.4444,0.4156,0.1333,0.6111
1,STRESS,3,15,SMOTEENN,RandomForest,1359,45,2016-12-29,2020-03-06,0.1726,0.4889,0.4498,0.25,0.6316
1,STRESS,3,15,SMOTEENN,GradientBoosting,1359,45,2016-12-29,2020-03-06,0.1317,0.4,0.3891,0.125,0.5455
1,STRESS,3,15,SMOTEENN,CatBoost,1359,45,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,5,SMOTE,XGBoost,4838,779,2020-03-09,2023-05-12,0.2965,0.5597,0.5576,0.3545,0.6022
1,GLOBAL,4,5,SMOTE,LightGBM,4838,779,2020-03-09,2023-05-12,0.2947,0.5469,0.543,0.3844,0.562
1,GLOBAL,4,5,SMOTE,RandomForest,4838,779,2020-03-09,2023-05-12,0.2863,0.5623,0.5596,0.2947,0.582
1,GLOBAL,4,5,SMOTE,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.2986,0.5443,0.5417,0.4078,0.5815
1,GLOBAL,4,5,SMOTE,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,5,BorderlineSMOTE,XGBoost,4838,779,2020-03-09,2023-05-12,0.3016,0.5687,0.5646,0.4089,0.5836
1,GLOBAL,4,5,BorderlineSMOTE,LightGBM,4838,779,2020-03-09,2023-05-12,0.3051,0.5533,0.5489,0.4052,0.5699
1,GLOBAL,4,5,BorderlineSMOTE,RandomForest,4838,779,2020-03-09,2023-05-12,0.3031,0.5828,0.5761,0.3368,0.5867
1,GLOBAL,4,5,BorderlineSMOTE,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.3105,0.5674,0.5648,0.4492,0.5914
1,GLOBAL,4,5,BorderlineSMOTE,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,5,ADASYN,XGBoost,4838,779,2020-03-09,2023-05-12,0.3114,0.5661,0.5571,0.4241,0.593
1,GLOBAL,4,5,ADASYN,LightGBM,4838,779,2020-03-09,2023-05-12,0.2809,0.5379,0.5362,0.3588,0.5593
1,GLOBAL,4,5,ADASYN,RandomForest,4838,779,2020-03-09,2023-05-12,0.2951,0.5751,0.5724,0.339,0.5729
1,GLOBAL,4,5,ADASYN,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.2999,0.5469,0.5402,0.4103,0.5746
1,GLOBAL,4,5,ADASYN,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,5,SMOTETomek,XGBoost,4838,779,2020-03-09,2023-05-12,0.3008,0.5687,0.5655,0.3549,0.5995
1,GLOBAL,4,5,SMOTETomek,LightGBM,4838,779,2020-03-09,2023-05-12,0.3024,0.5507,0.5481,0.3987,0.5794
1,GLOBAL,4,5,SMOTETomek,RandomForest,4838,779,2020-03-09,2023-05-12,0.306,0.5661,0.5634,0.3439,0.5932
1,GLOBAL,4,5,SMOTETomek,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.298,0.5584,0.5549,0.3813,0.5836
1,GLOBAL,4,5,SMOTETomek,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,5,SMOTEENN,XGBoost,4838,779,2020-03-09,2023-05-12,0.2553,0.534,0.5325,0.2748,0.5029
1,GLOBAL,4,5,SMOTEENN,LightGBM,4838,779,2020-03-09,2023-05-12,0.252,0.5379,0.5379,0.2566,0.5414
1,GLOBAL,4,5,SMOTEENN,RandomForest,4838,779,2020-03-09,2023-05-12,0.2702,0.5225,0.5204,0.3719,0.5136
1,GLOBAL,4,5,SMOTEENN,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.261,0.543,0.5424,0.2471,0.5245
1,GLOBAL,4,5,SMOTEENN,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,6,SMOTE,XGBoost,4838,779,2020-03-09,2023-05-12,0.2941,0.552,0.547,0.3851,0.5623
1,GLOBAL,4,6,SMOTE,LightGBM,4838,779,2020-03-09,2023-05-12,0.2871,0.5302,0.524,0.3746,0.5644
1,GLOBAL,4,6,SMOTE,RandomForest,4838,779,2020-03-09,2023-05-12,0.2875,0.5635,0.5601,0.3322,0.5943
1,GLOBAL,4,6,SMOTE,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.3017,0.5597,0.5557,0.414,0.573
1,GLOBAL,4,6,SMOTE,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,6,BorderlineSMOTE,XGBoost,4838,779,2020-03-09,2023-05-12,0.2796,0.5443,0.5404,0.3816,0.5538
1,GLOBAL,4,6,BorderlineSMOTE,LightGBM,4838,779,2020-03-09,2023-05-12,0.2888,0.5353,0.5328,0.4116,0.5367
1,GLOBAL,4,6,BorderlineSMOTE,RandomForest,4838,779,2020-03-09,2023-05-12,0.2919,0.5571,0.5541,0.3262,0.5707
1,GLOBAL,4,6,BorderlineSMOTE,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.2985,0.5353,0.5318,0.4091,0.5611
1,GLOBAL,4,6,BorderlineSMOTE,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,6,ADASYN,XGBoost,4838,779,2020-03-09,2023-05-12,0.2901,0.552,0.5429,0.4164,0.5362
1,GLOBAL,4,6,ADASYN,LightGBM,4838,779,2020-03-09,2023-05-12,0.283,0.5263,0.5235,0.3738,0.5506
1,GLOBAL,4,6,ADASYN,RandomForest,4838,779,2020-03-09,2023-05-12,0.2829,0.561,0.5577,0.3172,0.5789
1,GLOBAL,4,6,ADASYN,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.2984,0.543,0.5355,0.4,0.5495
1,GLOBAL,4,6,ADASYN,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,6,SMOTETomek,XGBoost,4838,779,2020-03-09,2023-05-12,0.296,0.5507,0.546,0.3562,0.5979
1,GLOBAL,4,6,SMOTETomek,LightGBM,4838,779,2020-03-09,2023-05-12,0.3109,0.5533,0.5491,0.4104,0.5367
1,GLOBAL,4,6,SMOTETomek,RandomForest,4838,779,2020-03-09,2023-05-12,0.2898,0.5687,0.5622,0.2662,0.5985
1,GLOBAL,4,6,SMOTETomek,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.3014,0.561,0.5581,0.4013,0.5796
1,GLOBAL,4,6,SMOTETomek,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,6,SMOTEENN,XGBoost,4838,779,2020-03-09,2023-05-12,0.2436,0.5327,0.5327,0.2066,0.542
1,GLOBAL,4,6,SMOTEENN,LightGBM,4838,779,2020-03-09,2023-05-12,0.2351,0.5302,0.5258,0.1841,0.5385
1,GLOBAL,4,6,SMOTEENN,RandomForest,4838,779,2020-03-09,2023-05-12,0.279,0.5635,0.5592,0.2339,0.5859
1,GLOBAL,4,6,SMOTEENN,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.236,0.5302,0.5299,0.1826,0.557
1,GLOBAL,4,6,SMOTEENN,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,7,SMOTE,XGBoost,4838,779,2020-03-09,2023-05-12,0.2784,0.5558,0.5523,0.4051,0.5506
1,GLOBAL,4,7,SMOTE,LightGBM,4838,779,2020-03-09,2023-05-12,0.2917,0.5546,0.5511,0.3987,0.5691
1,GLOBAL,4,7,SMOTE,RandomForest,4838,779,2020-03-09,2023-05-12,0.2903,0.5648,0.5602,0.3368,0.5816
1,GLOBAL,4,7,SMOTE,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.3017,0.5571,0.5531,0.4381,0.5805
1,GLOBAL,4,7,SMOTE,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,7,BorderlineSMOTE,XGBoost,4838,779,2020-03-09,2023-05-12,0.2806,0.534,0.531,0.4103,0.5489
1,GLOBAL,4,7,BorderlineSMOTE,LightGBM,4838,779,2020-03-09,2023-05-12,0.2918,0.5469,0.545,0.4458,0.533
1,GLOBAL,4,7,BorderlineSMOTE,RandomForest,4838,779,2020-03-09,2023-05-12,0.2993,0.5648,0.563,0.3741,0.5645
1,GLOBAL,4,7,BorderlineSMOTE,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.2824,0.5404,0.5366,0.4404,0.5499
1,GLOBAL,4,7,BorderlineSMOTE,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,7,ADASYN,XGBoost,4838,779,2020-03-09,2023-05-12,0.2903,0.5623,0.5566,0.4451,0.5493
1,GLOBAL,4,7,ADASYN,LightGBM,4838,779,2020-03-09,2023-05-12,0.2886,0.5237,0.5203,0.4103,0.5659
1,GLOBAL,4,7,ADASYN,RandomForest,4838,779,2020-03-09,2023-05-12,0.2979,0.5674,0.5643,0.3775,0.5873
1,GLOBAL,4,7,ADASYN,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.2943,0.5469,0.5404,0.463,0.5341
1,GLOBAL,4,7,ADASYN,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,7,SMOTETomek,XGBoost,4838,779,2020-03-09,2023-05-12,0.2918,0.561,0.5557,0.3909,0.578
1,GLOBAL,4,7,SMOTETomek,LightGBM,4838,779,2020-03-09,2023-05-12,0.3121,0.5777,0.5729,0.4204,0.5661
1,GLOBAL,4,7,SMOTETomek,RandomForest,4838,779,2020-03-09,2023-05-12,0.2873,0.5712,0.5668,0.3264,0.5772
1,GLOBAL,4,7,SMOTETomek,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.3186,0.5725,0.5675,0.4459,0.5736
1,GLOBAL,4,7,SMOTETomek,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,7,SMOTEENN,XGBoost,4838,779,2020-03-09,2023-05-12,0.2434,0.5327,0.53,0.1781,0.5428
1,GLOBAL,4,7,SMOTEENN,LightGBM,4838,779,2020-03-09,2023-05-12,0.2632,0.5417,0.5417,0.3048,0.5344
1,GLOBAL,4,7,SMOTEENN,RandomForest,4838,779,2020-03-09,2023-05-12,0.292,0.5674,0.5661,0.3026,0.587
1,GLOBAL,4,7,SMOTEENN,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.2406,0.5353,0.5345,0.1951,0.5227
1,GLOBAL,4,7,SMOTEENN,CatBoost,4838,779,2020-03-09,2023-05-12,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,4,8,SMOTE,XGBoost,4838,779,2020-03-09,2023-05-12,0.3002,0.5623,0.5598,0.4317,0.5576
1,GLOBAL,4,8,SMOTE,LightGBM,4838,779,2020-03-09,2023-05-12,0.289,0.5533,0.5493,0.4204,0.5813
1,GLOBAL,4,8,SMOTE,RandomForest,4838,779,2020-03-09,2023-05-12,0.2958,0.5815,0.5788,0.3493,0.5903
1,GLOBAL,4,8,SMOTE,GradientBoosting,4838,779,2020-03-09,2023-05-12,0.2912,0.5494,0.5469,0.4375,0.5775
